hcpcs_code,modifier,status_code,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,total_non_facility,total_facility,conversion_factor,rate_non_facility,rate_facility,rate_non_facility_adj,rate_facility_adj,locality_name,work_gpci,pe_gpci,mp_gpci
78070,26,A,0.78,0.27,0.27,0.04,1.09,1.09,33.4009,36.41,36.41,35.52,35.52,SOUTH CAROLINA,1.0,0.924,0.85
78070,TC,A,0.0,6.68,6.68,0.04,6.72,6.72,33.4009,224.45,224.45,207.3,207.3,SOUTH CAROLINA,1.0,0.924,0.85
78071,,A,1.17,7.99,7.99,0.11,9.27,9.27,33.4009,309.63,309.63,288.79,288.79,SOUTH CAROLINA,1.0,0.924,0.85
78071,26,A,1.17,0.39,0.39,0.06,1.62,1.62,33.4009,54.11,54.11,52.82,52.82,SOUTH CAROLINA,1.0,0.924,0.85
78071,TC,A,0.0,7.6,7.6,0.05,7.65,7.65,33.4009,255.52,255.52,235.97,235.97,SOUTH CAROLINA,1.0,0.924,0.85
78072,,A,1.56,9.79,9.79,0.12,11.47,11.47,33.4009,383.11,383.11,357.66,357.66,SOUTH CAROLINA,1.0,0.924,0.85
78072,26,A,1.56,0.49,0.49,0.07,2.12,2.12,33.4009,70.81,70.81,69.22,69.22,SOUTH CAROLINA,1.0,0.924,0.85
78072,TC,A,0.0,9.3,9.3,0.05,9.35,9.35,33.4009,312.3,312.3,288.44,288.44,SOUTH CAROLINA,1.0,0.924,0.85
78075,,A,0.72,10.77,10.77,0.11,11.6,11.6,33.4009,387.45,387.45,359.56,359.56,SOUTH CAROLINA,1.0,0.924,0.85
78075,26,A,0.72,0.26,0.26,0.04,1.02,1.02,33.4009,34.07,34.07,33.21,33.21,SOUTH CAROLINA,1.0,0.924,0.85
78075,TC,A,0.0,10.51,10.51,0.07,10.58,10.58,33.4009,353.38,353.38,326.35,326.35,SOUTH CAROLINA,1.0,0.924,0.85
78102,,A,0.54,4.1,4.1,0.07,4.71,4.71,33.4009,157.32,157.32,146.56,146.56,SOUTH CAROLINA,1.0,0.924,0.85
78102,26,A,0.54,0.17,0.17,0.03,0.74,0.74,33.4009,24.72,24.72,24.13,24.13,SOUTH CAROLINA,1.0,0.924,0.85
78102,TC,A,0.0,3.93,3.93,0.04,3.97,3.97,33.4009,132.6,132.6,122.42,122.42,SOUTH CAROLINA,1.0,0.924,0.85
78103,,A,0.73,4.32,4.32,0.05,5.1,5.1,33.4009,170.34,170.34,159.13,159.13,SOUTH CAROLINA,1.0,0.924,0.85
78103,26,A,0.73,0.13,0.13,0.01,0.87,0.87,33.4009,29.06,29.06,28.68,28.68,SOUTH CAROLINA,1.0,0.924,0.85
78103,TC,A,0.0,4.19,4.19,0.04,4.23,4.23,33.4009,141.29,141.29,130.45,130.45,SOUTH CAROLINA,1.0,0.924,0.85
78104,,A,0.78,5.76,5.76,0.08,6.62,6.62,33.4009,221.11,221.11,206.09,206.09,SOUTH CAROLINA,1.0,0.924,0.85
78104,26,A,0.78,0.25,0.25,0.04,1.07,1.07,33.4009,35.74,35.74,34.9,34.9,SOUTH CAROLINA,1.0,0.924,0.85
78104,TC,A,0.0,5.51,5.51,0.04,5.55,5.55,33.4009,185.37,185.37,171.19,171.19,SOUTH CAROLINA,1.0,0.924,0.85
78110,,A,0.19,1.89,1.89,0.05,2.13,2.13,33.4009,71.14,71.14,66.1,66.1,SOUTH CAROLINA,1.0,0.924,0.85
78110,26,A,0.19,0.03,0.03,0.01,0.23,0.23,33.4009,7.68,7.68,7.56,7.56,SOUTH CAROLINA,1.0,0.924,0.85
78110,TC,A,0.0,1.86,1.86,0.04,1.9,1.9,33.4009,63.46,63.46,58.54,58.54,SOUTH CAROLINA,1.0,0.924,0.85
78111,,A,0.21,2.64,2.64,0.05,2.9,2.9,33.4009,96.86,96.86,89.91,89.91,SOUTH CAROLINA,1.0,0.924,0.85
78111,26,A,0.21,0.09,0.09,0.01,0.31,0.31,33.4009,10.35,10.35,10.08,10.08,SOUTH CAROLINA,1.0,0.924,0.85
78111,TC,A,0.0,2.55,2.55,0.04,2.59,2.59,33.4009,86.51,86.51,79.83,79.83,SOUTH CAROLINA,1.0,0.924,0.85
78120,,A,0.22,1.9,1.9,0.05,2.17,2.17,33.4009,72.48,72.48,67.41,67.41,SOUTH CAROLINA,1.0,0.924,0.85
78120,26,A,0.22,0.04,0.04,0.01,0.27,0.27,33.4009,9.02,9.02,8.87,8.87,SOUTH CAROLINA,1.0,0.924,0.85
78120,TC,A,0.0,1.86,1.86,0.04,1.9,1.9,33.4009,63.46,63.46,58.54,58.54,SOUTH CAROLINA,1.0,0.924,0.85
78121,,A,0.31,2.56,2.56,0.05,2.92,2.92,33.4009,97.53,97.53,90.78,90.78,SOUTH CAROLINA,1.0,0.924,0.85
78121,26,A,0.31,0.12,0.12,0.01,0.44,0.44,33.4009,14.7,14.7,14.34,14.34,SOUTH CAROLINA,1.0,0.924,0.85
78121,TC,A,0.0,2.44,2.44,0.04,2.48,2.48,33.4009,82.83,82.83,76.44,76.44,SOUTH CAROLINA,1.0,0.924,0.85
78122,,A,0.44,2.53,2.53,0.06,3.03,3.03,33.4009,101.2,101.2,94.48,94.48,SOUTH CAROLINA,1.0,0.924,0.85
78122,26,A,0.44,0.16,0.16,0.02,0.62,0.62,33.4009,20.71,20.71,20.2,20.2,SOUTH CAROLINA,1.0,0.924,0.85
78122,TC,A,0.0,2.37,2.37,0.04,2.41,2.41,33.4009,80.5,80.5,74.28,74.28,SOUTH CAROLINA,1.0,0.924,0.85
78130,,A,0.59,3.14,3.14,0.07,3.8,3.8,33.4009,126.92,126.92,118.6,118.6,SOUTH CAROLINA,1.0,0.924,0.85
78130,26,A,0.59,0.11,0.11,0.01,0.71,0.71,33.4009,23.71,23.71,23.39,23.39,SOUTH CAROLINA,1.0,0.924,0.85
78130,TC,A,0.0,3.03,3.03,0.06,3.09,3.09,33.4009,103.21,103.21,95.22,95.22,SOUTH CAROLINA,1.0,0.924,0.85
78140,,A,0.59,2.65,2.65,0.05,3.29,3.29,33.4009,109.89,109.89,102.91,102.91,SOUTH CAROLINA,1.0,0.924,0.85
78140,26,A,0.59,0.11,0.11,0.01,0.71,0.71,33.4009,23.71,23.71,23.39,23.39,SOUTH CAROLINA,1.0,0.924,0.85
78140,TC,A,0.0,2.54,2.54,0.04,2.58,2.58,33.4009,86.17,86.17,79.53,79.53,SOUTH CAROLINA,1.0,0.924,0.85
78185,,A,0.39,4.18,4.18,0.05,4.62,4.62,33.4009,154.31,154.31,143.45,143.45,SOUTH CAROLINA,1.0,0.924,0.85
78185,26,A,0.39,0.07,0.07,0.01,0.47,0.47,33.4009,15.7,15.7,15.47,15.47,SOUTH CAROLINA,1.0,0.924,0.85
78185,TC,A,0.0,4.11,4.11,0.04,4.15,4.15,33.4009,138.61,138.61,127.98,127.98,SOUTH CAROLINA,1.0,0.924,0.85
78191,,A,0.59,3.14,3.14,0.07,3.8,3.8,33.4009,126.92,126.92,118.6,118.6,SOUTH CAROLINA,1.0,0.924,0.85
78191,26,A,0.59,0.11,0.11,0.01,0.71,0.71,33.4009,23.71,23.71,23.39,23.39,SOUTH CAROLINA,1.0,0.924,0.85
78191,TC,A,0.0,3.03,3.03,0.06,3.09,3.09,33.4009,103.21,103.21,95.22,95.22,SOUTH CAROLINA,1.0,0.924,0.85
78195,,A,1.17,8.05,8.05,0.11,9.33,9.33,33.4009,311.63,311.63,290.64,290.64,SOUTH CAROLINA,1.0,0.924,0.85
78195,26,A,1.17,0.37,0.37,0.06,1.6,1.6,33.4009,53.44,53.44,52.2,52.2,SOUTH CAROLINA,1.0,0.924,0.85
78195,TC,A,0.0,7.68,7.68,0.05,7.73,7.73,33.4009,258.19,258.19,238.44,238.44,SOUTH CAROLINA,1.0,0.924,0.85
78201,,A,0.43,4.65,4.65,0.06,5.14,5.14,33.4009,171.68,171.68,159.58,159.58,SOUTH CAROLINA,1.0,0.924,0.85
78201,26,A,0.43,0.14,0.14,0.02,0.59,0.59,33.4009,19.71,19.71,19.25,19.25,SOUTH CAROLINA,1.0,0.924,0.85
78201,TC,A,0.0,4.51,4.51,0.04,4.55,4.55,33.4009,151.97,151.97,140.33,140.33,SOUTH CAROLINA,1.0,0.924,0.85
78202,,A,0.5,5.18,5.18,0.07,5.75,5.75,33.4009,192.06,192.06,178.56,178.56,SOUTH CAROLINA,1.0,0.924,0.85
78202,26,A,0.5,0.16,0.16,0.03,0.69,0.69,33.4009,23.05,23.05,22.49,22.49,SOUTH CAROLINA,1.0,0.924,0.85
78202,TC,A,0.0,5.02,5.02,0.04,5.06,5.06,33.4009,169.01,169.01,156.07,156.07,SOUTH CAROLINA,1.0,0.924,0.85
78215,,A,0.48,4.79,4.79,0.07,5.34,5.34,33.4009,178.36,178.36,165.85,165.85,SOUTH CAROLINA,1.0,0.924,0.85
78215,26,A,0.48,0.17,0.17,0.03,0.68,0.68,33.4009,22.71,22.71,22.13,22.13,SOUTH CAROLINA,1.0,0.924,0.85
78215,TC,A,0.0,4.62,4.62,0.04,4.66,4.66,33.4009,155.65,155.65,143.72,143.72,SOUTH CAROLINA,1.0,0.924,0.85
78216,,A,0.56,3.32,3.32,0.07,3.95,3.95,33.4009,131.93,131.93,123.16,123.16,SOUTH CAROLINA,1.0,0.924,0.85
78216,26,A,0.56,0.2,0.2,0.03,0.79,0.79,33.4009,26.39,26.39,25.73,25.73,SOUTH CAROLINA,1.0,0.924,0.85
78216,TC,A,0.0,3.12,3.12,0.04,3.16,3.16,33.4009,105.55,105.55,97.43,97.43,SOUTH CAROLINA,1.0,0.924,0.85
78226,,A,0.72,7.72,7.72,0.09,8.53,8.53,33.4009,284.91,284.91,264.86,264.86,SOUTH CAROLINA,1.0,0.924,0.85
78226,26,A,0.72,0.25,0.25,0.04,1.01,1.01,33.4009,33.73,33.73,32.9,32.9,SOUTH CAROLINA,1.0,0.924,0.85
78226,TC,A,0.0,7.47,7.47,0.05,7.52,7.52,33.4009,251.17,251.17,231.96,231.96,SOUTH CAROLINA,1.0,0.924,0.85
78227,,A,0.88,10.46,10.46,0.12,11.46,11.46,33.4009,382.77,382.77,355.62,355.62,SOUTH CAROLINA,1.0,0.924,0.85
78227,26,A,0.88,0.3,0.3,0.05,1.23,1.23,33.4009,41.08,41.08,40.07,40.07,SOUTH CAROLINA,1.0,0.924,0.85
78227,TC,A,0.0,10.16,10.16,0.07,10.23,10.23,33.4009,341.69,341.69,315.55,315.55,SOUTH CAROLINA,1.0,0.924,0.85
78230,,A,0.44,4.22,4.22,0.07,4.73,4.73,33.4009,157.99,157.99,146.92,146.92,SOUTH CAROLINA,1.0,0.924,0.85
78230,26,A,0.44,0.16,0.16,0.03,0.63,0.63,33.4009,21.04,21.04,20.49,20.49,SOUTH CAROLINA,1.0,0.924,0.85
78230,TC,A,0.0,4.06,4.06,0.04,4.1,4.1,33.4009,136.94,136.94,126.44,126.44,SOUTH CAROLINA,1.0,0.924,0.85
78231,,A,0.51,2.58,2.58,0.05,3.14,3.14,33.4009,104.88,104.88,98.08,98.08,SOUTH CAROLINA,1.0,0.924,0.85
78231,26,A,0.51,0.09,0.09,0.01,0.61,0.61,33.4009,20.37,20.37,20.1,20.1,SOUTH CAROLINA,1.0,0.924,0.85
78231,TC,A,0.0,2.49,2.49,0.04,2.53,2.53,33.4009,84.5,84.5,77.98,77.98,SOUTH CAROLINA,1.0,0.924,0.85
78232,,A,0.46,2.58,2.58,0.05,3.09,3.09,33.4009,103.21,103.21,96.41,96.41,SOUTH CAROLINA,1.0,0.924,0.85
78232,26,A,0.46,0.08,0.08,0.01,0.55,0.55,33.4009,18.37,18.37,18.12,18.12,SOUTH CAROLINA,1.0,0.924,0.85
78232,TC,A,0.0,2.5,2.5,0.04,2.54,2.54,33.4009,84.84,84.84,78.29,78.29,SOUTH CAROLINA,1.0,0.924,0.85
78258,,A,0.72,5.35,5.35,0.08,6.15,6.15,33.4009,205.42,205.42,191.43,191.43,SOUTH CAROLINA,1.0,0.924,0.85
78258,26,A,0.72,0.25,0.25,0.04,1.01,1.01,33.4009,33.73,33.73,32.9,32.9,SOUTH CAROLINA,1.0,0.924,0.85
78258,TC,A,0.0,5.1,5.1,0.04,5.14,5.14,33.4009,171.68,171.68,158.53,158.53,SOUTH CAROLINA,1.0,0.924,0.85
78261,,A,0.67,4.78,4.78,0.05,5.5,5.5,33.4009,183.7,183.7,171.32,171.32,SOUTH CAROLINA,1.0,0.924,0.85
78261,26,A,0.67,0.12,0.12,0.01,0.8,0.8,33.4009,26.72,26.72,26.37,26.37,SOUTH CAROLINA,1.0,0.924,0.85
78261,TC,A,0.0,4.66,4.66,0.04,4.7,4.7,33.4009,156.98,156.98,144.95,144.95,SOUTH CAROLINA,1.0,0.924,0.85
78262,,A,0.66,5.77,5.77,0.08,6.51,6.51,33.4009,217.44,217.44,202.39,202.39,SOUTH CAROLINA,1.0,0.924,0.85
78262,26,A,0.66,0.24,0.24,0.04,0.94,0.94,33.4009,31.4,31.4,30.59,30.59,SOUTH CAROLINA,1.0,0.924,0.85
78262,TC,A,0.0,5.53,5.53,0.04,5.57,5.57,33.4009,186.04,186.04,171.8,171.8,SOUTH CAROLINA,1.0,0.924,0.85
78264,,A,0.77,7.82,7.82,0.09,8.68,8.68,33.4009,289.92,289.92,269.62,269.62,SOUTH CAROLINA,1.0,0.924,0.85
78264,26,A,0.77,0.26,0.26,0.04,1.07,1.07,33.4009,35.74,35.74,34.88,34.88,SOUTH CAROLINA,1.0,0.924,0.85
78264,TC,A,0.0,7.56,7.56,0.05,7.61,7.61,33.4009,254.18,254.18,234.74,234.74,SOUTH CAROLINA,1.0,0.924,0.85
78265,,A,0.96,9.34,9.34,0.11,10.41,10.41,33.4009,347.7,347.7,323.44,323.44,SOUTH CAROLINA,1.0,0.924,0.85
78265,26,A,0.96,0.33,0.33,0.05,1.34,1.34,33.4009,44.76,44.76,43.67,43.67,SOUTH CAROLINA,1.0,0.924,0.85
78265,TC,A,0.0,9.01,9.01,0.06,9.07,9.07,33.4009,302.95,302.95,279.77,279.77,SOUTH CAROLINA,1.0,0.924,0.85
78266,,A,1.05,10.66,10.66,0.11,11.82,11.82,33.4009,394.8,394.8,367.19,367.19,SOUTH CAROLINA,1.0,0.924,0.85
78266,26,A,1.05,0.33,0.33,0.04,1.42,1.42,33.4009,47.43,47.43,46.39,46.39,SOUTH CAROLINA,1.0,0.924,0.85
78266,TC,A,0.0,10.33,10.33,0.07,10.4,10.4,33.4009,347.37,347.37,320.8,320.8,SOUTH CAROLINA,1.0,0.924,0.85
78278,,A,0.97,8.08,8.08,0.1,9.15,9.15,33.4009,305.62,305.62,284.61,284.61,SOUTH CAROLINA,1.0,0.924,0.85
78278,26,A,0.97,0.33,0.33,0.05,1.35,1.35,33.4009,45.09,45.09,44.0,44.0,SOUTH CAROLINA,1.0,0.924,0.85
78278,TC,A,0.0,7.75,7.75,0.05,7.8,7.8,33.4009,260.53,260.53,240.6,240.6,SOUTH CAROLINA,1.0,0.924,0.85
78282,26,A,0.37,0.07,0.07,0.01,0.45,0.45,33.4009,15.03,15.03,14.8,14.8,SOUTH CAROLINA,1.0,0.924,0.85
78290,,A,0.66,7.96,7.96,0.09,8.71,8.71,33.4009,290.92,290.92,270.26,270.26,SOUTH CAROLINA,1.0,0.924,0.85
78290,26,A,0.66,0.23,0.23,0.04,0.93,0.93,33.4009,31.06,31.06,30.28,30.28,SOUTH CAROLINA,1.0,0.924,0.85
78290,TC,A,0.0,7.73,7.73,0.05,7.78,7.78,33.4009,259.86,259.86,239.99,239.99,SOUTH CAROLINA,1.0,0.924,0.85
78291,,A,0.86,6.02,6.02,0.09,6.97,6.97,33.4009,232.8,232.8,217.07,217.07,SOUTH CAROLINA,1.0,0.924,0.85
78291,26,A,0.86,0.31,0.31,0.05,1.22,1.22,33.4009,40.75,40.75,39.71,39.71,SOUTH CAROLINA,1.0,0.924,0.85
78291,TC,A,0.0,5.71,5.71,0.04,5.75,5.75,33.4009,192.06,192.06,177.36,177.36,SOUTH CAROLINA,1.0,0.924,0.85
78300,,A,0.6,5.31,5.31,0.06,5.97,5.97,33.4009,199.4,199.4,185.62,185.62,SOUTH CAROLINA,1.0,0.924,0.85
78300,26,A,0.6,0.21,0.21,0.03,0.84,0.84,33.4009,28.06,28.06,27.37,27.37,SOUTH CAROLINA,1.0,0.924,0.85
78300,TC,A,0.0,5.1,5.1,0.03,5.13,5.13,33.4009,171.35,171.35,158.25,158.25,SOUTH CAROLINA,1.0,0.924,0.85
78305,,A,0.81,6.37,6.37,0.09,7.27,7.27,33.4009,242.82,242.82,226.2,226.2,SOUTH CAROLINA,1.0,0.924,0.85
78305,26,A,0.81,0.28,0.28,0.05,1.14,1.14,33.4009,38.08,38.08,37.12,37.12,SOUTH CAROLINA,1.0,0.924,0.85
78305,TC,A,0.0,6.09,6.09,0.04,6.13,6.13,33.4009,204.75,204.75,189.09,189.09,SOUTH CAROLINA,1.0,0.924,0.85
78306,,A,0.84,6.84,6.84,0.08,7.76,7.76,33.4009,259.19,259.19,241.43,241.43,SOUTH CAROLINA,1.0,0.924,0.85
78306,26,A,0.84,0.28,0.28,0.04,1.16,1.16,33.4009,38.75,38.75,37.83,37.83,SOUTH CAROLINA,1.0,0.924,0.85
78306,TC,A,0.0,6.56,6.56,0.04,6.6,6.6,33.4009,220.45,220.45,203.59,203.59,SOUTH CAROLINA,1.0,0.924,0.85
78315,,A,0.99,7.99,7.99,0.1,9.08,9.08,33.4009,303.28,303.28,282.5,282.5,SOUTH CAROLINA,1.0,0.924,0.85
78315,26,A,0.99,0.34,0.34,0.05,1.38,1.38,33.4009,46.09,46.09,44.98,44.98,SOUTH CAROLINA,1.0,0.924,0.85
78315,TC,A,0.0,7.65,7.65,0.05,7.7,7.7,33.4009,257.19,257.19,237.52,237.52,SOUTH CAROLINA,1.0,0.924,0.85
78414,26,A,0.44,0.17,0.17,0.02,0.63,0.63,33.4009,21.04,21.04,20.51,20.51,SOUTH CAROLINA,1.0,0.924,0.85
78428,,A,0.76,4.29,4.29,0.07,5.12,5.12,33.4009,171.01,171.01,159.77,159.77,SOUTH CAROLINA,1.0,0.924,0.85
78428,26,A,0.76,0.26,0.26,0.03,1.05,1.05,33.4009,35.07,35.07,34.26,34.26,SOUTH CAROLINA,1.0,0.924,0.85
78428,TC,A,0.0,4.03,4.03,0.04,4.07,4.07,33.4009,135.94,135.94,125.51,125.51,SOUTH CAROLINA,1.0,0.924,0.85
78429,26,A,1.72,0.54,0.54,0.07,2.33,2.33,33.4009,77.82,77.82,76.1,76.1,SOUTH CAROLINA,1.0,0.924,0.85
78430,26,A,1.63,0.53,0.53,0.06,2.22,2.22,33.4009,74.15,74.15,72.5,72.5,SOUTH CAROLINA,1.0,0.924,0.85
78431,26,A,1.85,0.68,0.68,0.06,2.59,2.59,33.4009,86.51,86.51,84.48,84.48,SOUTH CAROLINA,1.0,0.924,0.85
78432,26,A,2.02,0.76,0.76,0.07,2.85,2.85,33.4009,95.19,95.19,92.91,92.91,SOUTH CAROLINA,1.0,0.924,0.85
78433,26,A,2.2,0.73,0.73,0.07,3.0,3.0,33.4009,100.2,100.2,98.0,98.0,SOUTH CAROLINA,1.0,0.924,0.85
78434,26,A,0.61,0.23,0.23,0.02,0.86,0.86,33.4009,28.72,28.72,28.04,28.04,SOUTH CAROLINA,1.0,0.924,0.85
78445,,A,0.48,4.45,4.45,0.07,5.0,5.0,33.4009,167.0,167.0,155.36,155.36,SOUTH CAROLINA,1.0,0.924,0.85
78445,26,A,0.48,0.17,0.17,0.03,0.68,0.68,33.4009,22.71,22.71,22.13,22.13,SOUTH CAROLINA,1.0,0.924,0.85
78445,TC,A,0.0,4.28,4.28,0.04,4.32,4.32,33.4009,144.29,144.29,133.23,133.23,SOUTH CAROLINA,1.0,0.924,0.85
78451,,A,1.35,7.87,7.87,0.1,9.32,9.32,33.4009,311.3,311.3,290.82,290.82,SOUTH CAROLINA,1.0,0.924,0.85
78451,26,A,1.35,0.49,0.49,0.05,1.89,1.89,33.4009,63.13,63.13,61.63,61.63,SOUTH CAROLINA,1.0,0.924,0.85
78451,TC,A,0.0,7.38,7.38,0.05,7.43,7.43,33.4009,248.17,248.17,229.18,229.18,SOUTH CAROLINA,1.0,0.924,0.85
78452,,A,1.58,11.1,11.1,0.13,12.81,12.81,33.4009,427.87,427.87,399.04,399.04,SOUTH CAROLINA,1.0,0.924,0.85
78452,26,A,1.58,0.59,0.59,0.06,2.23,2.23,33.4009,74.48,74.48,72.69,72.69,SOUTH CAROLINA,1.0,0.924,0.85
78452,TC,A,0.0,10.51,10.51,0.07,10.58,10.58,33.4009,353.38,353.38,326.35,326.35,SOUTH CAROLINA,1.0,0.924,0.85
78453,,A,0.98,6.79,6.79,0.1,7.87,7.87,33.4009,262.87,262.87,245.13,245.13,SOUTH CAROLINA,1.0,0.924,0.85
78453,26,A,0.98,0.33,0.33,0.05,1.36,1.36,33.4009,45.43,45.43,44.34,44.34,SOUTH CAROLINA,1.0,0.924,0.85
78453,TC,A,0.0,6.46,6.46,0.05,6.51,6.51,33.4009,217.44,217.44,200.79,200.79,SOUTH CAROLINA,1.0,0.924,0.85
78454,,A,1.31,9.99,9.99,0.14,11.44,11.44,33.4009,382.11,382.11,356.05,356.05,SOUTH CAROLINA,1.0,0.924,0.85
78454,26,A,1.31,0.45,0.45,0.07,1.83,1.83,33.4009,61.12,61.12,59.63,59.63,SOUTH CAROLINA,1.0,0.924,0.85
78454,TC,A,0.0,9.54,9.54,0.07,9.61,9.61,33.4009,320.98,320.98,296.41,296.41,SOUTH CAROLINA,1.0,0.924,0.85
78456,,A,0.98,7.45,7.45,0.08,8.51,8.51,33.4009,284.24,284.24,264.93,264.93,SOUTH CAROLINA,1.0,0.924,0.85
78456,26,A,0.98,0.36,0.36,0.03,1.37,1.37,33.4009,45.76,45.76,44.7,44.7,SOUTH CAROLINA,1.0,0.924,0.85
78456,TC,A,0.0,7.09,7.09,0.05,7.14,7.14,33.4009,238.48,238.48,220.23,220.23,SOUTH CAROLINA,1.0,0.924,0.85
78457,,A,0.75,4.19,4.19,0.07,5.01,5.01,33.4009,167.34,167.34,156.35,156.35,SOUTH CAROLINA,1.0,0.924,0.85
78457,26,A,0.75,0.28,0.28,0.03,1.06,1.06,33.4009,35.4,35.4,34.54,34.54,SOUTH CAROLINA,1.0,0.924,0.85
78457,TC,A,0.0,3.91,3.91,0.04,3.95,3.95,33.4009,131.93,131.93,121.81,121.81,SOUTH CAROLINA,1.0,0.924,0.85
78458,,A,0.88,4.6,4.6,0.09,5.57,5.57,33.4009,186.04,186.04,173.92,173.92,SOUTH CAROLINA,1.0,0.924,0.85
78458,26,A,0.88,0.32,0.32,0.05,1.25,1.25,33.4009,41.75,41.75,40.69,40.69,SOUTH CAROLINA,1.0,0.924,0.85
78458,TC,A,0.0,4.28,4.28,0.04,4.32,4.32,33.4009,144.29,144.29,133.23,133.23,SOUTH CAROLINA,1.0,0.924,0.85
78459,26,A,1.57,0.49,0.49,0.06,2.12,2.12,33.4009,70.81,70.81,69.27,69.27,SOUTH CAROLINA,1.0,0.924,0.85
78466,,A,0.67,4.02,4.02,0.07,4.76,4.76,33.4009,158.99,158.99,148.43,148.43,SOUTH CAROLINA,1.0,0.924,0.85
78466,26,A,0.67,0.24,0.24,0.03,0.94,0.94,33.4009,31.4,31.4,30.64,30.64,SOUTH CAROLINA,1.0,0.924,0.85
78466,TC,A,0.0,3.78,3.78,0.04,3.82,3.82,33.4009,127.59,127.59,117.8,117.8,SOUTH CAROLINA,1.0,0.924,0.85
78468,,A,0.78,4.63,4.63,0.07,5.48,5.48,33.4009,183.04,183.04,170.93,170.93,SOUTH CAROLINA,1.0,0.924,0.85
78468,26,A,0.78,0.29,0.29,0.03,1.1,1.1,33.4009,36.74,36.74,35.85,35.85,SOUTH CAROLINA,1.0,0.924,0.85
78468,TC,A,0.0,4.34,4.34,0.04,4.38,4.38,33.4009,146.3,146.3,135.08,135.08,SOUTH CAROLINA,1.0,0.924,0.85
78469,,A,0.9,5.12,5.12,0.08,6.1,6.1,33.4009,203.75,203.75,190.35,190.35,SOUTH CAROLINA,1.0,0.924,0.85
78469,26,A,0.9,0.33,0.33,0.04,1.27,1.27,33.4009,42.42,42.42,41.38,41.38,SOUTH CAROLINA,1.0,0.924,0.85
78469,TC,A,0.0,4.79,4.79,0.04,4.83,4.83,33.4009,161.33,161.33,148.97,148.97,SOUTH CAROLINA,1.0,0.924,0.85
78472,,A,0.96,5.17,5.17,0.08,6.21,6.21,33.4009,207.42,207.42,193.89,193.89,SOUTH CAROLINA,1.0,0.924,0.85
78472,26,A,0.96,0.34,0.34,0.04,1.34,1.34,33.4009,44.76,44.76,43.69,43.69,SOUTH CAROLINA,1.0,0.924,0.85
78472,TC,A,0.0,4.83,4.83,0.04,4.87,4.87,33.4009,162.66,162.66,150.2,150.2,SOUTH CAROLINA,1.0,0.924,0.85
78473,,A,1.43,6.45,6.45,0.11,7.99,7.99,33.4009,266.87,266.87,249.95,249.95,SOUTH CAROLINA,1.0,0.924,0.85
78473,26,A,1.43,0.54,0.54,0.06,2.03,2.03,33.4009,67.8,67.8,66.13,66.13,SOUTH CAROLINA,1.0,0.924,0.85
78473,TC,A,0.0,5.91,5.91,0.05,5.96,5.96,33.4009,199.07,199.07,183.82,183.82,SOUTH CAROLINA,1.0,0.924,0.85
78481,,A,0.96,3.85,3.85,0.05,4.86,4.86,33.4009,162.33,162.33,152.3,152.3,SOUTH CAROLINA,1.0,0.924,0.85
78481,26,A,0.96,0.35,0.35,0.02,1.33,1.33,33.4009,44.42,44.42,43.43,43.43,SOUTH CAROLINA,1.0,0.924,0.85
78481,TC,A,0.0,3.5,3.5,0.03,3.53,3.53,33.4009,117.91,117.91,108.87,108.87,SOUTH CAROLINA,1.0,0.924,0.85
78483,,A,1.43,5.06,5.06,0.08,6.57,6.57,33.4009,219.44,219.44,206.2,206.2,SOUTH CAROLINA,1.0,0.924,0.85
78483,26,A,1.43,0.53,0.53,0.05,2.01,2.01,33.4009,67.14,67.14,65.54,65.54,SOUTH CAROLINA,1.0,0.924,0.85
78483,TC,A,0.0,4.53,4.53,0.03,4.56,4.56,33.4009,152.31,152.31,140.66,140.66,SOUTH CAROLINA,1.0,0.924,0.85
78491,26,A,1.52,0.54,0.54,0.06,2.12,2.12,33.4009,70.81,70.81,69.14,69.14,SOUTH CAROLINA,1.0,0.924,0.85
78492,26,A,1.76,0.65,0.65,0.06,2.47,2.47,33.4009,82.5,82.5,80.55,80.55,SOUTH CAROLINA,1.0,0.924,0.85
78494,,A,1.16,5.07,5.07,0.09,6.32,6.32,33.4009,211.09,211.09,197.77,197.77,SOUTH CAROLINA,1.0,0.924,0.85
78494,26,A,1.16,0.42,0.42,0.05,1.63,1.63,33.4009,54.44,54.44,53.13,53.13,SOUTH CAROLINA,1.0,0.924,0.85
78494,TC,A,0.0,4.65,4.65,0.04,4.69,4.69,33.4009,156.65,156.65,144.65,144.65,SOUTH CAROLINA,1.0,0.924,0.85
78496,,A,0.49,0.75,0.75,0.03,1.27,1.27,33.4009,42.42,42.42,40.36,40.36,SOUTH CAROLINA,1.0,0.924,0.85
78496,26,A,0.49,0.18,0.18,0.02,0.69,0.69,33.4009,23.05,23.05,22.49,22.49,SOUTH CAROLINA,1.0,0.924,0.85
78496,TC,A,0.0,0.57,0.57,0.01,0.58,0.58,33.4009,19.37,19.37,17.88,17.88,SOUTH CAROLINA,1.0,0.924,0.85
78579,,A,0.48,4.44,4.44,0.06,4.98,4.98,33.4009,166.34,166.34,154.77,154.77,SOUTH CAROLINA,1.0,0.924,0.85
