hcpcs_code,modifier,status_code,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,total_non_facility,total_facility,conversion_factor,rate_non_facility,rate_facility
D5986,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D5987,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D5988,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D5991,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D5992,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D5993,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D5995,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D5996,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D5999,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6010,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6011,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6012,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6013,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6040,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6049,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6050,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6051,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6055,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6056,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6057,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6058,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6059,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6060,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6061,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6062,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6063,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6064,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6065,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6066,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6067,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6068,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6069,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6070,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6071,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6072,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6073,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6074,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6075,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6076,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6077,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6080,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6081,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6082,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6083,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6084,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6085,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6086,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6087,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6088,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6089,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6090,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6091,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6092,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6093,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6094,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6096,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6097,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6098,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6099,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6100,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6101,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6102,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6103,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6104,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6105,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6106,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6107,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6110,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6111,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6112,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6113,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6114,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6115,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6116,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6117,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6118,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6119,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6120,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6121,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6122,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6123,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6180,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6190,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6191,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6192,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6193,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6194,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6195,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6196,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6197,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6198,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6199,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6205,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6210,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6211,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6212,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6214,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6240,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6241,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6242,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6243,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6245,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6250,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6251,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6252,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6253,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6280,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6545,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6548,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6549,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6600,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6601,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6602,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6603,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6604,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6605,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6606,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6607,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6608,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6609,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6610,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6611,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6612,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6613,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6614,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6615,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6624,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6634,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6710,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6720,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6721,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6722,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6740,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6750,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6751,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6752,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6753,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6780,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6781,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6782,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6783,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6784,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6790,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6791,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6792,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6793,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6794,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6920,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6930,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6940,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6950,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6980,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6985,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D6999,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7111,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7140,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7210,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7220,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7230,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7240,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7241,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7250,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7251,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7252,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7259,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7260,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7261,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7270,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7272,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7280,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7282,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7283,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7284,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7285,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7286,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7287,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7288,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7290,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7291,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7292,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7293,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7294,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7295,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7296,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7297,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7298,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7299,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7300,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7310,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7311,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7320,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7321,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7340,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7350,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7410,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7411,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7412,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7413,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7414,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7415,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7440,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7441,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7450,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7451,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7460,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7461,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7465,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7471,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7472,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7473,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7485,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7490,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7509,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7510,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7511,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7520,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7521,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7530,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7540,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7550,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7560,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7610,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7620,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7630,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7640,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7650,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7660,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7670,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7671,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7680,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7710,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7720,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7730,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7740,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7750,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7760,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7770,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7771,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7780,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7810,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7820,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7830,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7840,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7850,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7852,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7854,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7856,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7858,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7860,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7865,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7870,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7871,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7872,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7873,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7874,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7875,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7876,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7877,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7880,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7881,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7899,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7910,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7911,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7912,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7920,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7921,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7922,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7939,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7940,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7941,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7943,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7944,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7945,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7946,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7947,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7948,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7949,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7950,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7951,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7952,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7953,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7955,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7956,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7957,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7961,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7962,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7963,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7970,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7971,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7972,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7979,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7980,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7981,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7982,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7983,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7990,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7991,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7993,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7994,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7995,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7996,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7997,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7998,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D7999,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8010,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8020,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8030,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8040,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8070,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8080,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8090,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8091,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8210,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8220,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8660,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8670,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
