hcpcs_code,modifier,status_code,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,total_non_facility,total_facility,conversion_factor,rate_non_facility,rate_facility
D8671,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8680,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8681,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8695,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8696,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8697,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8698,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8699,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8701,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8702,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8703,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8704,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D8999,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9110,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9120,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9130,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9210,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9211,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9212,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9215,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9219,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9222,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9223,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9224,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9225,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9230,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9239,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9243,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9244,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9245,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9246,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9247,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9310,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9311,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9410,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9420,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9430,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9440,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9450,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9610,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9612,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9613,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9630,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9910,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9911,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9912,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9913,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9914,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9920,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9930,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9932,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9933,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9934,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9935,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9938,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9939,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9941,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9942,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9943,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9944,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9945,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9946,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9950,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9951,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9952,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9955,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9956,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9957,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9959,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9961,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9970,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9971,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9972,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9973,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9974,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9975,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9990,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9991,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9992,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9993,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9994,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9995,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9996,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9997,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
D9999,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
G0011,,A,0.45,0.39,0.16,0.04,0.88,0.65,33.4009,29.39,21.71
G0012,,A,0.17,0.28,0.28,0.01,0.46,0.46,33.4009,15.36,15.36
G0013,,A,0.18,0.54,0.04,0.01,0.73,0.23,33.4009,24.38,7.68
G0017,,A,4.7,1.79,0.4,0.05,6.54,5.15,33.4009,218.44,172.01
G0018,,A,2.25,0.87,0.21,0.03,3.15,2.49,33.4009,105.21,83.17
G0019,,A,1.0,1.51,0.25,0.07,2.58,1.32,33.4009,86.17,44.09
G0022,,A,0.7,0.87,0.17,0.05,1.62,0.92,33.4009,54.11,30.73
G0023,,A,1.0,1.54,0.26,0.07,2.61,1.33,33.4009,87.18,44.42
G0024,,A,0.7,0.88,0.18,0.05,1.63,0.93,33.4009,54.44,31.06
G0076,,A,1.01,0.43,0.43,0.04,1.48,1.48,33.4009,49.43,49.43
G0077,,A,1.52,0.64,0.64,0.07,2.23,2.23,33.4009,74.48,74.48
G0078,,A,2.53,0.95,0.95,0.12,3.6,3.6,33.4009,120.24,120.24
G0079,,A,3.38,1.36,1.36,0.16,4.9,4.9,33.4009,163.66,163.66
G0080,,A,4.09,2.16,2.16,0.25,6.5,6.5,33.4009,217.11,217.11
G0081,,A,1.0,0.44,0.44,0.04,1.48,1.48,33.4009,49.43,49.43
G0082,,A,1.56,0.79,0.79,0.07,2.42,2.42,33.4009,80.83,80.83
G0083,,A,2.33,1.36,1.36,0.16,3.85,3.85,33.4009,128.59,128.59
G0084,,A,3.28,1.94,1.94,0.24,5.46,5.46,33.4009,182.37,182.37
G0085,,A,4.09,2.16,2.16,0.25,6.5,6.5,33.4009,217.11,217.11
G0086,,A,1.25,0.86,0.86,0.1,2.21,2.21,33.4009,73.82,73.82
G0087,,A,1.8,1.15,1.15,0.14,3.09,3.09,33.4009,103.21,103.21
G0101,,A,0.44,0.68,0.23,0.07,1.19,0.74,33.4009,39.75,24.72
G0102,,A,0.18,0.54,0.04,0.01,0.73,0.23,33.4009,24.38,7.68
G0104,,A,0.82,5.5,0.67,0.11,6.43,1.6,33.4009,214.77,53.44
G0105,,A,3.18,7.73,1.34,0.41,11.32,4.93,33.4009,378.1,164.67
G0105,53,A,1.59,3.87,0.67,0.2,5.66,2.46,33.4009,189.05,82.17
G0108,,A,0.9,0.73,0.73,0.04,1.67,1.67,33.4009,55.78,55.78
G0109,,A,0.25,0.22,0.22,0.01,0.48,0.48,33.4009,16.03,16.03
G0117,,T,0.44,1.47,1.47,0.02,1.93,1.93,33.4009,64.46,64.46
G0118,,T,0.17,1.03,1.03,0.01,1.21,1.21,33.4009,40.42,40.42
G0121,,A,3.18,7.73,1.34,0.42,11.33,4.94,33.4009,378.43,165.0
G0121,53,A,1.59,3.87,0.67,0.21,5.67,2.47,33.4009,189.38,82.5
G0124,,A,0.25,0.46,0.46,0.01,0.72,0.72,33.4009,24.05,24.05
G0127,,R,0.17,0.53,0.02,0.01,0.71,0.2,33.4009,23.71,6.68
G0128,,R,0.0,0.32,0.32,0.01,0.33,0.33,33.4009,11.02,11.02
G0130,,A,0.21,0.96,0.96,0.02,1.19,1.19,33.4009,39.75,39.75
G0130,26,A,0.21,0.11,0.11,0.01,0.33,0.33,33.4009,11.02,11.02
G0130,TC,A,0.0,0.85,0.85,0.01,0.86,0.86,33.4009,28.72,28.72
G0136,,A,0.18,0.41,0.05,0.01,0.6,0.24,33.4009,20.04,8.02
G0138,,A,0.21,5.62,5.62,0.05,5.88,5.88,33.4009,196.4,196.4
G0140,,A,1.0,1.6,0.26,0.07,2.67,1.33,33.4009,89.18,44.42
G0141,,A,0.25,0.46,0.46,0.01,0.72,0.72,33.4009,24.05,24.05
G0146,,A,0.7,0.86,0.17,0.04,1.6,0.91,33.4009,53.44,30.39
G0166,,A,0.0,3.04,3.04,0.04,3.08,3.08,33.4009,102.87,102.87
G0168,,A,0.3,2.79,0.05,0.07,3.16,0.42,33.4009,105.55,14.03
G0179,,A,0.44,0.86,0.86,0.03,1.33,1.33,33.4009,44.42,44.42
G0180,,A,0.65,1.0,1.0,0.05,1.7,1.7,33.4009,56.78,56.78
G0181,,A,1.73,1.44,1.44,0.12,3.29,3.29,33.4009,109.89,109.89
G0182,,A,1.73,1.4,1.4,0.12,3.25,3.25,33.4009,108.55,108.55
G0237,,A,0.0,0.37,0.37,0.01,0.38,0.38,33.4009,12.69,12.69
G0238,,A,0.0,0.33,0.33,0.01,0.34,0.34,33.4009,11.36,11.36
G0239,,A,0.0,0.42,0.42,0.01,0.43,0.43,33.4009,14.36,14.36
G0245,,R,0.86,1.06,0.14,0.04,1.96,1.04,33.4009,65.47,34.74
G0246,,R,0.44,0.7,0.06,0.02,1.16,0.52,33.4009,38.75,17.37
G0247,,R,0.49,1.91,0.06,0.02,2.42,0.57,33.4009,80.83,19.04
G0248,,R,0.0,3.11,3.11,0.05,3.16,3.16,33.4009,105.55,105.55
G0249,,R,0.0,1.96,1.96,0.01,1.97,1.97,33.4009,65.8,65.8
G0250,,R,0.18,0.08,0.08,0.01,0.27,0.27,33.4009,9.02,9.02
G0268,,A,0.59,0.84,0.15,0.08,1.51,0.82,33.4009,50.44,27.39
G0270,,A,0.45,0.49,0.2,0.01,0.95,0.66,33.4009,31.73,22.04
G0271,,A,0.25,0.25,0.11,0.01,0.51,0.37,33.4009,17.03,12.36
G0276,,R,6.99,3.03,3.03,0.72,10.74,10.74,33.4009,358.73,358.73
G0277,,A,0.0,5.76,5.76,0.04,5.8,5.8,33.4009,193.73,193.73
G0278,,A,0.24,0.05,0.05,0.06,0.35,0.35,33.4009,11.69,11.69
G0279,,A,0.59,0.59,0.59,0.03,1.21,1.21,33.4009,40.42,40.42
G0279,26,A,0.59,0.21,0.21,0.03,0.83,0.83,33.4009,27.72,27.72
G0279,TC,A,0.0,0.38,0.38,0.0,0.38,0.38,33.4009,12.69,12.69
G0281,,A,0.18,0.16,0.16,0.01,0.35,0.35,33.4009,11.69,11.69
G0283,,A,0.18,0.19,0.19,0.01,0.38,0.38,33.4009,12.69,12.69
G0288,,A,0.0,1.31,1.31,0.07,1.38,1.38,33.4009,46.09,46.09
G0289,,A,1.44,0.45,0.45,0.29,2.18,2.18,33.4009,72.81,72.81
G0296,,A,0.52,0.31,0.12,0.03,0.86,0.67,33.4009,28.72,22.38
G0316,,A,0.61,0.38,0.17,0.05,1.04,0.83,33.4009,34.74,27.72
G0317,,A,0.61,0.36,0.16,0.04,1.01,0.81,33.4009,33.73,27.05
G0318,,A,0.61,0.36,0.16,0.05,1.02,0.82,33.4009,34.07,27.39
G0323,,A,0.93,0.76,0.16,0.04,1.73,1.13,33.4009,57.78,37.74
G0329,,A,0.06,0.25,0.25,0.01,0.32,0.32,33.4009,10.69,10.69
G0341,,A,6.81,39.52,0.8,0.89,47.22,8.5,33.4009,1577.19,283.91
G0342,,A,11.62,6.79,6.79,3.1,21.51,21.51,33.4009,718.45,718.45
G0343,,A,19.35,10.38,10.38,5.15,34.88,34.88,33.4009,1165.02,1165.02
G0372,,A,0.17,0.1,0.05,0.01,0.28,0.23,33.4009,9.35,7.68
G0396,,A,0.65,0.4,0.16,0.06,1.11,0.87,33.4009,37.07,29.06
G0397,,A,1.3,0.65,0.28,0.07,2.02,1.65,33.4009,67.47,55.11
G0402,,A,2.6,2.46,0.65,0.17,5.23,3.42,33.4009,174.69,114.23
G0403,,A,0.17,0.27,0.27,0.02,0.46,0.46,33.4009,15.36,15.36
G0404,,A,0.0,0.2,0.2,0.01,0.21,0.21,33.4009,7.01,7.01
G0405,,A,0.17,0.07,0.07,0.01,0.25,0.25,33.4009,8.35,8.35
G0406,,A,0.76,0.24,0.24,0.08,1.08,1.08,33.4009,36.07,36.07
G0407,,A,1.39,0.4,0.4,0.12,1.91,1.91,33.4009,63.8,63.8
G0408,,A,2.0,0.62,0.62,0.18,2.8,2.8,33.4009,93.52,93.52
G0409,,R,0.0,0.71,0.71,0.01,0.72,0.72,33.4009,24.05,24.05
G0412,,A,10.19,7.67,7.67,2.17,20.03,20.03,33.4009,669.02,669.02
G0413,,A,15.34,10.68,10.68,3.26,29.28,29.28,33.4009,977.98,977.98
G0414,,A,14.28,10.35,10.35,3.04,27.67,27.67,33.4009,924.2,924.2
G0415,,A,20.41,12.26,12.26,4.43,37.1,37.1,33.4009,1239.17,1239.17
G0416,,A,3.51,7.06,7.06,0.11,10.68,10.68,33.4009,356.72,356.72
G0416,26,A,3.51,1.44,1.44,0.06,5.01,5.01,33.4009,167.34,167.34
G0416,TC,A,0.0,5.62,5.62,0.05,5.67,5.67,33.4009,189.38,189.38
G0420,,A,2.12,1.15,1.15,0.13,3.4,3.4,33.4009,113.56,113.56
G0421,,A,0.5,0.29,0.29,0.03,0.82,0.82,33.4009,27.39,27.39
G0422,,A,2.05,1.77,1.77,0.12,3.94,3.94,33.4009,131.6,131.6
G0423,,A,2.05,1.77,1.77,0.12,3.94,3.94,33.4009,131.6,131.6
G0425,,A,1.92,0.41,0.41,0.19,2.52,2.52,33.4009,84.17,84.17
G0426,,A,2.61,0.67,0.67,0.23,3.51,3.51,33.4009,117.24,117.24
G0427,,A,3.86,0.9,0.9,0.28,5.04,5.04,33.4009,168.34,168.34
G0429,,A,1.16,1.69,0.39,0.13,2.98,1.68,33.4009,99.53,56.11
G0438,,A,2.6,2.45,2.45,0.17,5.22,5.22,33.4009,174.35,174.35
G0439,,A,1.92,2.07,2.07,0.13,4.12,4.12,33.4009,137.61,137.61
G0442,,A,0.18,0.37,0.05,0.01,0.56,0.24,33.4009,18.7,8.02
G0443,,A,0.6,0.39,0.15,0.04,1.03,0.79,33.4009,34.4,26.39
G0444,,A,0.18,0.37,0.05,0.01,0.56,0.24,33.4009,18.7,8.02
G0445,,A,0.6,0.39,0.16,0.04,1.03,0.8,33.4009,34.4,26.72
G0446,,A,0.6,0.38,0.15,0.04,1.02,0.79,33.4009,34.07,26.39
G0447,,A,0.6,0.38,0.15,0.04,1.02,0.79,33.4009,34.07,26.39
G0451,,A,0.0,0.36,0.36,0.01,0.37,0.37,33.4009,12.36,12.36
G0452,,A,0.91,0.47,0.47,0.02,1.4,1.4,33.4009,46.76,46.76
G0452,26,A,0.91,0.39,0.39,0.01,1.31,1.31,33.4009,43.76,43.76
G0452,TC,A,0.0,0.08,0.08,0.01,0.09,0.09,33.4009,3.01,3.01
G0453,,A,0.6,0.17,0.17,0.05,0.82,0.82,33.4009,27.39,27.39
G0454,,A,0.18,0.08,0.04,0.01,0.27,0.23,33.4009,9.02,7.68
G0455,,A,1.31,2.93,0.39,0.14,4.38,1.84,33.4009,146.3,61.46
G0459,,A,0.95,0.18,0.18,0.06,1.19,1.19,33.4009,39.75,39.75
G0465,,A,1.78,29.91,0.58,0.15,31.84,2.51,33.4009,1063.48,83.84
G0473,,A,0.23,0.14,0.06,0.01,0.38,0.3,33.4009,12.69,10.02
G0500,,A,0.1,1.86,0.03,0.03,1.99,0.16,33.4009,66.47,5.34
G0506,,A,0.87,1.06,0.22,0.06,1.99,1.15,33.4009,66.47,38.41
G0508,,A,4.0,1.17,1.17,0.36,5.53,5.53,33.4009,184.71,184.71
G0509,,A,3.86,1.06,1.06,0.36,5.28,5.28,33.4009,176.36,176.36
G0513,,A,1.17,0.7,0.28,0.07,1.94,1.52,33.4009,64.8,50.77
G0514,,A,1.17,0.7,0.28,0.07,1.94,1.52,33.4009,64.8,50.77
G0516,,A,1.77,3.32,0.62,0.15,5.24,2.54,33.4009,175.02,84.84
G0517,,A,2.05,3.71,0.68,0.18,5.94,2.91,33.4009,198.4,97.2
G0518,,A,3.46,5.68,0.98,0.29,9.43,4.73,33.4009,314.97,157.99
G0537,,A,0.18,0.41,0.05,0.01,0.6,0.24,33.4009,20.04,8.02
G0538,,A,0.18,0.32,0.05,0.01,0.51,0.24,33.4009,17.03,8.02
G0539,,A,1.0,0.58,0.18,0.01,1.59,1.19,33.4009,53.11,39.75
G0540,,A,0.54,0.24,0.09,0.0,0.78,0.63,33.4009,26.05,21.04
G0541,,A,1.0,0.58,0.18,0.01,1.59,1.19,33.4009,53.11,39.75
G0542,,A,0.54,0.24,0.09,0.0,0.78,0.63,33.4009,26.05,21.04
G0543,,A,0.23,0.42,0.04,0.01,0.66,0.28,33.4009,22.04,9.35
G0544,,A,0.98,0.95,0.24,0.07,2.0,1.29,33.4009,66.8,43.09
G0545,,A,0.89,0.49,0.25,0.07,1.45,1.21,33.4009,48.43,40.42
G0546,,A,0.35,0.18,0.09,0.04,0.57,0.48,33.4009,19.04,16.03
G0547,,A,0.7,0.36,0.19,0.07,1.13,0.96,33.4009,37.74,32.06
G0548,,A,1.05,0.56,0.29,0.09,1.7,1.43,33.4009,56.78,47.76
G0549,,A,1.4,0.77,0.38,0.12,2.29,1.9,33.4009,76.49,63.46
G0550,,A,0.7,0.3,0.15,0.05,1.05,0.9,33.4009,35.07,30.06
G0551,,A,0.7,0.35,0.18,0.05,1.1,0.93,33.4009,36.74,31.06
G0553,,A,0.62,0.97,0.13,0.03,1.62,0.78,33.4009,54.11,26.05
G0554,,A,0.61,0.6,0.12,0.03,1.24,0.76,33.4009,41.42,25.38
G0556,,A,0.25,0.22,0.06,0.02,0.49,0.33,33.4009,16.37,11.02
G0557,,A,0.77,0.79,0.19,0.05,1.61,1.01,33.4009,53.78,33.73
G0558,,A,1.67,1.72,0.39,0.12,3.51,2.18,33.4009,117.24,72.81
G0559,,A,0.16,0.1,0.05,0.03,0.29,0.24,33.4009,9.69,8.02
G0560,,A,1.09,0.17,0.08,0.01,1.27,1.18,33.4009,42.42,39.41
G0568,,A,1.88,2.81,0.42,0.15,4.84,2.45,33.4009,161.66,81.83
G0569,,A,2.05,2.17,0.49,0.15,4.37,2.69,33.4009,145.96,89.85
G0570,,A,0.93,0.74,0.17,0.06,1.73,1.16,33.4009,57.78,38.75
G0571,,A,1.36,0.4,0.21,0.2,1.96,1.77,33.4009,65.47,59.12
G2000,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
G2001,,A,1.01,0.43,0.43,0.04,1.48,1.48,33.4009,49.43,49.43
G2002,,A,1.52,0.64,0.64,0.07,2.23,2.23,33.4009,74.48,74.48
G2003,,A,2.53,0.95,0.95,0.12,3.6,3.6,33.4009,120.24,120.24
G2004,,A,3.38,1.36,1.36,0.16,4.9,4.9,33.4009,163.66,163.66
G2005,,A,4.09,2.16,2.16,0.25,6.5,6.5,33.4009,217.11,217.11
G2006,,A,1.0,0.44,0.44,0.04,1.48,1.48,33.4009,49.43,49.43
G2007,,A,1.56,0.79,0.79,0.07,2.42,2.42,33.4009,80.83,80.83
G2008,,A,2.33,1.36,1.36,0.16,3.85,3.85,33.4009,128.59,128.59
G2009,,A,3.28,1.94,1.94,0.24,5.46,5.46,33.4009,182.37,182.37
G2010,,A,0.18,0.2,0.05,0.01,0.39,0.24,33.4009,13.03,8.02
G2011,,A,0.33,0.16,0.08,0.03,0.52,0.44,33.4009,17.37,14.7
G2013,,A,4.09,2.16,2.16,0.25,6.5,6.5,33.4009,217.11,217.11
G2014,,A,1.25,0.86,0.86,0.1,2.21,2.21,33.4009,73.82,73.82
G2015,,A,1.8,1.15,1.15,0.14,3.09,3.09,33.4009,103.21,103.21
G2082,,A,0.7,27.75,0.16,0.07,28.52,0.93,33.4009,952.59,31.06
G2083,,A,0.7,39.83,0.16,0.07,40.6,0.93,33.4009,1356.08,31.06
G2086,,A,8.36,5.73,1.88,0.62,14.71,10.86,33.4009,491.33,362.73
G2087,,A,8.19,4.53,1.59,0.55,13.27,10.33,33.4009,443.23,345.03
G2088,,A,0.82,0.95,0.15,0.05,1.82,1.02,33.4009,60.79,34.07
G2211,,A,0.33,0.17,0.08,0.02,0.52,0.43,33.4009,17.37,14.36
G2212,,A,0.61,0.36,0.16,0.05,1.02,0.82,33.4009,34.07,27.39
G2213,,A,1.27,0.58,0.22,0.14,1.99,1.63,33.4009,66.47,54.44
G2214,,A,0.77,0.99,0.18,0.06,1.82,1.01,33.4009,60.79,33.73
G2250,,A,0.18,0.2,0.05,0.01,0.39,0.24,33.4009,13.03,8.02
G2251,,A,0.25,0.16,0.06,0.01,0.42,0.32,33.4009,14.03,10.69
G2252,,A,0.5,0.31,0.13,0.04,0.85,0.67,33.4009,28.39,22.38
G3002,,A,1.45,1.01,0.36,0.12,2.58,1.93,33.4009,86.17,64.46
G3003,,A,0.5,0.4,0.13,0.05,0.95,0.68,33.4009,31.73,22.71
G9148,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
G9149,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
G9150,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
G9151,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
G9152,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
G9153,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
G9156,,R,0.0,0.0,0.0,0.0,0.0,0.0,33.4009,0.0,0.0
G9157,,A,2.15,0.32,0.32,0.18,2.65,2.65,33.4009,88.51,88.51
G9187,,A,0.18,1.32,1.32,0.03,1.53,1.53,33.4009,51.1,51.1
G9481,,A,0.48,0.0,0.0,0.06,0.54,0.54,33.4009,18.04,18.04
G9482,,A,0.93,0.0,0.0,0.07,1.0,1.0,33.4009,33.4,33.4
G9483,,A,1.42,0.0,0.0,0.16,1.58,1.58,33.4009,52.77,52.77
G9484,,A,2.43,0.0,0.0,0.24,2.67,2.67,33.4009,89.18,89.18
G9485,,A,3.17,0.0,0.0,0.36,3.53,3.53,33.4009,117.91,117.91
G9486,,A,0.48,0.0,0.0,0.06,0.54,0.54,33.4009,18.04,18.04
G9487,,A,0.97,0.0,0.0,0.09,1.06,1.06,33.4009,35.4,35.4
G9488,,A,1.5,0.0,0.0,0.14,1.64,1.64,33.4009,54.78,54.78
G9489,,A,2.11,0.0,0.0,0.21,2.32,2.32,33.4009,77.49,77.49
G9490,,A,0.18,1.32,1.32,0.03,1.53,1.53,33.4009,51.1,51.1
G9685,,A,3.5,0.9,0.9,0.29,4.69,4.69,33.4009,156.65,156.65
G9868,,A,0.8,0.0,0.0,0.0,0.8,0.8,33.4009,26.72,26.72
G9869,,A,1.07,0.0,0.0,0.0,1.07,1.07,33.4009,35.74,35.74
G9870,,A,1.34,0.0,0.0,0.0,1.34,1.34,33.4009,44.76,44.76
G9978,,A,0.48,1.02,0.17,0.06,1.56,0.71,33.4009,52.11,23.71
G9979,,A,0.93,1.25,0.23,0.07,2.25,1.23,33.4009,75.15,41.08
G9980,,A,1.42,1.76,0.38,0.16,3.34,1.96,33.4009,111.56,65.47
G9981,,A,2.43,2.47,0.66,0.24,5.14,3.33,33.4009,171.68,111.22
G9982,,A,3.17,3.23,0.94,0.36,6.76,4.47,33.4009,225.79,149.3
G9983,,A,0.48,1.02,0.17,0.06,1.56,0.71,33.4009,52.11,23.71
G9984,,A,0.97,1.46,0.33,0.09,2.52,1.39,33.4009,84.17,46.43
G9985,,A,1.5,2.0,0.47,0.14,3.64,2.11,33.4009,121.58,70.48
G9986,,A,2.11,2.75,0.75,0.21,5.07,3.07,33.4009,169.34,102.54
G9987,,A,0.18,1.32,1.32,0.03,1.53,1.53,33.4009,51.1,51.1
P3001,,A,0.25,0.46,0.46,0.01,0.72,0.72,33.4009,24.05,24.05
Q0035,,A,0.17,0.38,0.38,0.02,0.57,0.57,33.4009,19.04,19.04
Q0035,26,A,0.17,0.06,0.06,0.01,0.24,0.24,33.4009,8.02,8.02
Q0035,TC,A,0.0,0.32,0.32,0.01,0.33,0.33,33.4009,11.02,11.02
Q0091,,A,0.36,0.99,0.08,0.03,1.38,0.47,33.4009,46.09,15.7
Q0092,,A,0.0,0.76,0.76,0.01,0.77,0.77,33.4009,25.72,25.72
Q4101,,A,0.0,3.81,3.81,0.0,3.81,3.81,33.4009,127.26,127.26
Q4102,,A,0.0,3.81,3.81,0.0,3.81,3.81,33.4009,127.26,127.26
Q4103,,A,0.0,3.81,3.81,0.0,3.81,3.81,33.4009,127.26,127.26
